Job Title,Salary,Company Name,Rating,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Lower Salary,Upper Salary,Avg Salary(K),Job Location
Sr. Data Engineer (ETL Developer),$83K-$148K,"F&G
3.7",3.7,"Des Moines, IA",201 - 500 ,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,83,148,115.5,IA
Associate Research Scientist I (Protein Expression and Production),$59K-$116K,"Exelixis
3.0",3,"Alameda, CA",501 - 1000 ,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",59,116,87.5,CA
Senior Data Scientist Artificial Intelligence,$60K-$101K,"PNNL
3.8",3.8,"Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",60,101,80.5,WA
Analytics - Business Assurance Data Analyst,$31K-$55K,"GreatAmerica Financial Services
4.6",4.6,"Cedar Rapids, IA",501 - 1000 ,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,31,55,43,IA
"Associate Director/Director, Safety Scientist",$102K-$178K,"Acceleron Pharma
4.4",4.4,"Cambridge, MA",201 - 500 ,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,102,178,140,MA
"Director, Precision Medicine Clinical Biomarker Scientist",$136K-$208K,"Pfizer
4.0",4,"New York, NY",10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,136,208,172,MA
"Senior Scientist, Cell Pharmacology/Assay Development",Employer,Kronos Bio,-1,"San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,110,130,120,MA
Data Analyst Senior,$48K-$85K,"AmeriHealth Caritas
3.0",3,"Philadelphia, PA",5001 - 10000 ,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",48,85,66.5,PA
Senior Formulations Scientist II,$71K-$129K,"Exelixis
3.0",3,"Alameda, CA",501 - 1000 ,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",71,129,100,CA
Lead Data Engineer (Python),$66K-$123K,"Strategic Employment Partners
4.7",4.7,"Los Angeles, CA",51 - 200 ,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,66,123,94.5,CA
Data Science Manager,$171K-$272K,"Grand Rounds
4.2",4.2,"San Francisco, CA",501 - 1000 ,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,171,272,221.5,CA
Senior Data Scientist 4 Artificial Intelligence,$92K-$146K,"PNNL
3.8",3.8,"Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",92,146,119,WA
Data Engineer,$65K-$126K,"SPINS, LLC
3.5",3.5,"Chicago, IL",201 - 500 ,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,65,126,95.5,IL
"Director II, Data Science - GRS Predictive Analytics",$150K-$239K,"Liberty Mutual Insurance
3.3",3.3,"Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",150,239,194.5,IL
Medical Lab Scientist - MLT,$21-$29,"Catholic Health Initiatives
3.2",3.2,"Englewood, CO",10000+ ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",43,60,51.5,NE
"Senior Operations Data Analyst, Call Center Operations",$10-$17,"FLEETCOR
2.7",2.7,"Peachtree Corners, GA",5001 - 10000 ,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,20,35,27.5,TN
Senior Quantitative Analyst,$118K-$228K,"DTCC
3.3",3.3,"New York, NY",1001 - 5000 ,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),-1,118,228,173,NJ
Geospatial Software Developer and Data Scientist,$82K-$129K(Employer,"Applied Research Laboratories
3.7",3.7,"Austin, TX",501 - 1000 ,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,82,129,105.5,TX
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K,"Southwest Research Institute
3.9",3.9,"San Antonio, TX",1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",52,91,71.5,TX
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,47,101,74,NC
Systems Engineer II - Data Analyst,$49K-$76K,"Raytheon
3.7",3.7,"Waltham, MA",10000+ ,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,49,76,62.5,AL
Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K,"RTI International
4.3",4.3,"Research Triangle Park, NC",1001 - 5000 ,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",43,88,65.5,NC
Data Scientist,$61K-$109K,"DICK'S Sporting Goods - Corporate
3.8",3.8,"Coraopolis, PA",10000+ ,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",61,109,85,PA
Principal Data Scientist,$113K-$182K,"AstraZeneca
3.9",3.9,"Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",113,182,147.5,MD
Director Data Science,$124K-$199K,"TRANZACT
3.6",3.6,"Fort Lee, NJ",1001 - 5000 ,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,124,199,161.5,NJ
Data Engineer,$58K-$104K,"Carilion Clinic
3.7",3.7,"Roanoke, VA",10000+ ,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,58,104,81,VA
Sr Data Analyst - IT,$52K-$93K,"United BioSource
2.1",2.1,"Blue Bell, PA",1001 - 5000 ,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",52,93,72.5,PA
Senior Data Engineer,$97K-$181K,"Figure Eight
3.9",3.9,"San Francisco, CA",51 - 200 ,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,97,181,139,CA
Senior Data Engineer,$100K-$173K,"Tapjoy
3.9",3.9,"San Francisco, CA",201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",100,173,136.5,CA
Sr. Data Analyst,$58K-$108K,"DoubleVerify
3.2",3.2,"New York, NY",201 - 500 ,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,58,108,83,NY
Research Scientist or Senior Research Scientist - Computer Vision,$81K-$161K,"Mitsubishi Electric Research Labs
4.6",4.6,"Cambridge, MA",51 - 200 ,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",81,161,121,MA
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K,"Fareportal
3.8",3.8,"New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",53,96,74.5,NY
Data Analyst Chemist - Quality System Contractor,$61K-$110K,"Rodan and Fields, LLC
2.2",2.2,"San Francisco, CA",501 - 1000 ,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,61,110,85.5,CA
Senior Scientist - Biostatistician,$65K-$96K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,65,96,80.5,NC
Research Scientist / Principal Research Scientist - Multiphysical Systems,$115K-$220K,"Mitsubishi Electric Research Labs
4.6",4.6,"Cambridge, MA",51 - 200 ,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",115,220,167.5,MA
"Research Scientist, Machine Learning Department",$71K-$144K,"Software Engineering Institute
2.6",2.6,"Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,71,144,107.5,PA
Foundational Community Supports Data Analyst,$32K-$57K,"DESC
3.4",3.4,"Seattle, WA",501 - 1000 ,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,32,57,44.5,WA
"Senior Health Data Analyst, Star Ratings",$79K-$136K,"Johns Hopkins Health Care
3.3",3.3,"Baltimore, MD",1001 - 5000 ,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",79,136,107.5,MD
"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",Employer,Kronos Bio,-1,"San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,120,145,132.5,MA
Sr. Data Analyst,$50K-$89K,"Community Behavioral Health
3.7",3.7,"Phila, PA",201 - 500 ,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,50,89,69.5,PA
"Senior Engineer, Data Management Engineering",$68K-$129K,"Western Digital
3.5",3.5,"San Jose, CA",10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",68,129,98.5,CA
Quality Control Scientist III- Analytical Development,$48K-$113K,"Advanced BioScience Laboratories
2.7",2.7,"Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,48,113,80.5,MD
"Clinical Scientist, Clinical Development",$27-$47,"FORMA THERAPEUTICS
3.8",3.8,"Watertown, MA",51 - 200 ,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,56,97,76.5,MA
Software Engineer Staff Scientist: Human Language Technologies,$74K-$124K,"Raytheon
3.7",3.7,"Waltham, MA",10000+ ,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,74,124,99,MD
"Manager, Safety Scientist, Medical Safety & Risk Management",$68K-$125K,"Agios Pharmaceuticals
3.8",3.8,"Cambridge, MA",501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,68,125,96.5,MA
"Assistant Director/Director, Office of Data Science",$39K-$67K,"Liberty Mutual Insurance
3.3",3.3,"Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",39,67,53,MA
Sr. Data Engineer | Big Data SaaS Pipeline,$71K-$135K,"Bridg
2.7",2.7,"Los Angeles, CA",Jan-50,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,71,135,103,CA
Senior Risk Data Scientist,$107K-$172K,"Bill.com
3.8",3.8,"Palo Alto, CA",501 - 1000 ,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,107,172,139.5,CA
Data Scientist in Artificial Intelligence Early Career,$49K-$85K,"Pacific Northwest National Laboratory
3.8",3.8,"Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",49,85,67,WA
Consultant - Analytics Consulting,$54K-$71K,"Infosys
3.0",3,"Bengaluru, India",10000+ ,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",54,71,62.5,CT
Scientist - CVRM Metabolism - in vivo pharmacology,$61K-$123K,"AstraZeneca
3.9",3.9,"Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",61,123,92,MD
Data Analyst,$47K-$85K,"AXION Healthcare Solutions
3.6",3.6,"New York, NY",Jan-50,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",47,85,66,NY
Data Engineer,$65K-$124K,"Alignment Healthcare
3.5",3.5,"Orange, CA",501 - 1000 ,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,65,124,94.5,CA
Data Scientist,$87K-$141K,"TRANZACT
3.6",3.6,"Fort Lee, NJ",1001 - 5000 ,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,87,141,114,NJ
Data Scientist,$56K-$95K,"ExecOnline
4.2",4.2,"New York, NY",51 - 200 ,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",56,95,75.5,NY
Data Scientist,$71K-$121K,"Charter Spectrum
3.5",3.5,"North Salt Lake, UT",Jan-50,-1,School / School District,K-12 Education,Education,$5 to $10 million (USD),-1,71,121,96,MO
Machine Learning Engineer,$62K-$112K,"Mteq
4.0",4,"Lorton, VA",501 - 1000 ,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",62,112,87,VA
Data Scientist,$64K-$108K,"Brillient
3.7",3.7,"Reston, VA",201 - 500 ,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,64,108,86,MD
Senior Data Scientist,$89K-$144K,"Entefy
4.4",4.4,"Palo Alto, CA",Jan-50,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,89,144,116.5,CA
Senior Scientist (Neuroscience),$109K-$200K,"Sunovion
3.5",3.5,"Marlborough, MA",1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",109,200,154.5,MA
Marketing Data Analyst,$35K-$62K,"San Manuel Casino
3.6",3.6,"Highland, CA",1001 - 5000 ,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,35,62,48.5,CA
Machine Learning Engineer - Regulatory,$61K-$113K,"Cboe Global Markets
3.7",3.7,"Chicago, IL",501 - 1000 ,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1,61,113,87,KS
Data Engineer,$55K-$105K,"Trace3
3.4",3.4,"Irvine, CA",501 - 1000 ,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",55,105,80,TX
Medical Laboratory Scientist,$18-$25,"Texas Health Huguley Hospital
4.0",4,"Arlington, TX",1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,37,52,44.5,TX
Principal Data Scientist,$135K-$211K,"Northrop Grumman
3.7",3.7,"Falls Church, VA",10000+ ,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,135,211,173,CA
R&D Specialist/ Food Scientist,$39K-$66K,"Teasdale Latin Foods
2.4",2.4,"Flower Mound, TX",501 - 1000 ,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,39,66,52.5,IL
Data Engineer,$57K-$80K,"Saama Technologies Inc
3.5",3.5,"Campbell, CA",501 - 1000 ,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",57,80,68.5,AZ
"Associate Principal Scientist, Pharmacogenomics",$63K-$127K,"AstraZeneca
3.9",3.9,"Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",63,127,95,MD
Data Scientist - Systems Engineering,$50K-$89K,"MITRE
3.2",3.2,"Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",50,89,69.5,MA
Senior Data Scientist,$82K-$132K,"The David J. Joseph Company
4.4",4.4,"Cincinnati, OH",201 - 500 ,1885,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,-1,82,132,107,OH
Data Scientist SR,$85K-$139K,"The Buffalo Group
3.9",3.9,"Reston, VA",501 - 1000 ,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",85,139,112,VA
Data Scientist,$72K-$121K,"CompQsoft
3.4",3.4,"Houston, TX",51 - 200 ,1997,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,72,121,96.5,DC
"Scientist, Bacteriology",$74K-$149K,"Cerus Corporation
2.1",2.1,"Concord, CA",201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,74,149,111.5,CA
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K,"Takeda Pharmaceuticals
3.7",3.7,"OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",113,196,154.5,MA
Data Scientist,$69K-$121K,"Remedy BPCI Partners, LLC.
3.4",3.4,"Norwalk, CT",201 - 500 ,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Healthfirst (New York), naviHealth",69,121,95,NY
Data Scientist,$71K-$124K,"Strategic Financial Solutions
4.0",4,"New York, NY",501 - 1000 ,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network",71,124,97.5,NY
Senior Data Scientist,$97K-$160K,"Maven Wave Partners
4.4",4.4,"Chicago, IL",201 - 500 ,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,97,160,128.5,IL
Senior Research Scientist-Machine Learning,$81K-$167K,"Software Engineering Institute
2.6",2.6,"Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,167,124,PA
Principal Data Scientist,$150K-$238K,"The Climate Corporation
3.2",3.2,"San Francisco, CA",501 - 1000 ,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Granular, Intuit, John Deere",150,238,194,CA
Clinical Laboratory Scientist,$24-$39,"Vail Health
3.7",3.7,"Vail, CO",501 - 1000 ,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,49,81,65,CO
"Data Analyst 1, full-time contract worker for up to 12 months",$35K-$65K,"The Church of Jesus Christ of Latter-day Saints
4.2",4.2,"Salt Lake City, UT",10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,35,65,50,UT
Data Scientist,$77K-$132K,"Crossix Solutions
3.5",3.5,"New York, NY",201 - 500 ,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,77,132,104.5,NY
Data Scientist,$51K-$88K,"Solugenix Corporation
4.3",4.3,"Brea, CA",201 - 500 ,1969,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,51,88,69.5,AZ
Data Scientist,$101K-$141K,"West Coast University
2.6",2.6,"Irvine, CA",10000+ ,1997,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1,101,141,121,CA
Data Engineer - Consultant (Charlotte Based),$59K-$112K,"Clarity Insights
4.2",4.2,"Chicago, IL",201 - 500 ,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,59,112,85.5,NC
Data Engineer,$79K-$147K,"NCSOFT
3.1",3.1,"Seoul, South Korea",1001 - 5000 ,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",79,147,113,CA
Data Scientist (Warehouse Automation),$79K-$127K,"SoftBank Robotics
3.8",3.8,"Paris, France",201 - 500 ,2005,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$25 to $50 million (USD),-1,79,127,103,CA
"Scientist, Immuno-Oncology",$62K-$119K,"GSK
3.9",3.9,"Brentford, United Kingdom",10000+ ,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",62,119,90.5,MA
Senior Data Scientist,$119K-$187K,"Factual
4.3",4.3,"Los Angeles, CA",51 - 200 ,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Foursquare,119,187,153,CA
Jr. Data Scientist,$81K-$132K,"MITRE
3.2",3.2,"Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",81,132,106.5,VA
Senior Data Scientist,Employer,"SkySync
5.0",5,"Ann Arbor, MI",51 - 200 ,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,120,140,130,MI
Products Data Analyst II,$90K-$157K,"TriNet
3.3",3.3,"Dublin, CA",1001 - 5000 ,1988,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Paychex, Insperity, ADP",90,157,123.5,CA
Data Architect / Data Modeler,$63K-$110K,"Medidata Solutions
4.3",4.3,"New York, NY",1001 - 5000 ,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle,63,110,86.5,NY
Analytics Manager - Data Mart,$42K-$86K,"Central California Alliance for Health
3.5",3.5,"Scotts Valley, CA",501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,42,86,64,CA
Lead Data Analyst,$32K-$62K,"Signpost
3.9",3.9,"New York, NY",201 - 500 ,2010,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1,32,62,47,NY
Data Science Engineer - Mobile,$116K-$208K,"Adobe
4.0",4,"San Jose, CA",10000+ ,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Apple, Microsoft",116,208,162,CA
Senior Data Scientist Oncology,$107K-$173K,"AstraZeneca
3.9",3.9,"Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",107,173,140,MD
Data Scientist,$65K-$113K,"DatamanUSA, LLC
3.4",3.4,"Centennial, CO",51 - 200 ,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,65,113,89,WA
Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K,"Pilot Flying J Travel Centers LLC
3.0",3,"Knoxville, TN",10000+ ,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",69,127,98,TN
Senior Data Scientist - R&D Oncology,$102K-$172K,"AstraZeneca
3.9",3.9,"Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",102,172,137,NY
Data Engineer,$74K-$124K,"Pinnacol Assurance
4.0",4,"Denver, CO",501 - 1000 ,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,74,124,99,CO
Food Scientist - Developer,$40K-$68K,"Palermo's Pizza
3.3",3.3,"Milwaukee, WI",501 - 1000 ,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,40,68,54,WI
Senior Data Engineer,$76K-$142K,"Equian LLC
3.2",3.2,"Indianapolis, IN",1001 - 5000 ,2004,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,76,142,109,TN
Data Engineer,$76K-$142K,"MetroStar Systems
3.4",3.4,"Reston, VA",201 - 500 ,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,76,142,109,MD
Senior Data Scientist,$108K-$171K,"MathWorks
4.4",4.4,"Natick, MA",1001 - 5000 ,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,108,171,139.5,MA
"Director II, Data Science - GRM Actuarial",$202K-$306K,"Liberty Mutual Insurance
3.3",3.3,"Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",202,306,254,IL
Machine Learning Engineer,$91K-$159K,"Information Builders
3.2",3.2,"New York, NY",1001 - 5000 ,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Qlik, Tableau Software, Informatica",91,159,125,NY
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",$80K-$133K,"Novartis
3.8",3.8,"Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,80,133,106.5,MA
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34,"Beebe Healthcare
3.6",3.6,"Lewes, DE",1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,43,70,56.5,DE
"Scientist, Molecular/Cellular Biologist",$49K-$97K,"Audentes Therapeutics
2.9",2.9,"San Francisco, CA",201 - 500 ,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",49,97,73,CA
Staff Scientist-Downstream Process Development,$49K-$113K,"Advanced BioScience Laboratories
2.7",2.7,"Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113,81,MD
Data Scientist,$96K-$161K,"Numeric, LLC
3.2",3.2,"Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,96,161,128.5,PA
Scientist - Analytical Services,$65K-$134K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,65,134,99.5,NC
"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",$59K-$125K,"23andMe
4.0",4,"Sunnyvale, CA",501 - 1000 ,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Ancestry, Verily Life Sciences, Abbott Laboratories",59,125,92,CA
Associate Data Analyst- Graduate Development Program,$32K-$59K,"National Interstate
3.3",3.3,"Richfield, OH",501 - 1000 ,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,32,59,45.5,OH
Sr. Data Engineer,$87K-$158K,"Moser Consulting
4.5",4.5,"Indianapolis, IN",51 - 200 ,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,87,158,122.5,IN
Clinical Data Analyst,$27K-$48K,"Greenway Health
3.0",3,"Tampa, FL",1001 - 5000 ,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"eClinicalWorks, NextGen Healthcare, athenahealth",27,48,37.5,FL
