Year,Hobbyist,Income,Country,EdLevel,Employment,JobSat,OrgSize,UndergradMajor,YearsCodePro,Data scientist or machine learning specialist,Database administrator
2017,"Yes, I program as a hobby",105000,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer engineering or electrical/electronics engineering,12,0,1
2017,"Yes, I program as a hobby",155000,United States,Bachelor's degree,Employed full-time,10,100 to 499 employees,Computer science,14,1,1
2017,"Yes, I program as a hobby",29629.62963,Poland,some college,Employed part-time,8,2 to 9 employees,Mathematics or statistics,2,1,0
2017,"Yes, both",130000,United States,Master's degree,Employed full-time,5,"10,000 or more employees",Social science,20,0,1
2017,"Yes, I program as a hobby",64285.71429,New Zealand,Bachelor's degree,Employed full-time,4,100 to 499 employees,Computer science,11,0,1
2017,"Yes, I program as a hobby",45000,United States,Bachelor's degree,Employed full-time,6,500 to 999 employees,Computer science,1,0,1
2017,"Yes, I contribute to open source projects",145000,United States,Bachelor's degree,Employed full-time,9,20 to 99 employees,Computer science,20,1,0
2017,"Yes, I program as a hobby",53571.42857,New Zealand,Bachelor's degree,Employed full-time,2,2 to 9 employees,Computer science,2,1,0
2017,No,115000,United States,Doctoral degree,Employed full-time,8,20 to 99 employees,Natural science,20,1,0
2017,"Yes, I contribute to open source projects",188000,United States,Doctoral degree,Employed full-time,10,"10,000 or more employees",Mathematics or statistics,20,1,0
2017,"Yes, I program as a hobby",77419.35484,Germany,Doctoral degree,Employed full-time,7,100 to 499 employees,Mathematics or statistics,17,1,0
2017,"Yes, I program as a hobby",88000,United States,Doctoral degree,Employed full-time,9,100 to 499 employees,Natural science,8,1,0
2017,"Yes, both",45454.54545,Canada,Bachelor's degree,Employed full-time,7,100 to 499 employees,Computer science,7,0,1
2017,"Yes, I program as a hobby",58000,United States,Master's degree,Employed full-time,8,10 to 19 employees,Something else,3,1,0
2017,"Yes, I program as a hobby",145600,United States,Master's degree,Employed full-time,9,20 to 99 employees,Computer science,20,1,1
2017,No,37634.4086,Netherlands,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,20,0,1
2017,"Yes, I program as a hobby",48750,United Kingdom,Secondary school,Employed full-time,8,20 to 99 employees,,14,0,1
2017,"Yes, both",65158.37104,Sweden,Secondary school,Employed full-time,6,"1,000 to 4,999 employees",,18,1,0
2017,"Yes, both",105000,United States,Bachelor's degree,Employed full-time,9,20 to 99 employees,Natural science,9,1,0
2017,"Yes, I contribute to open source projects",32705.73248,Brazil,Doctoral degree,Employed full-time,8,20 to 99 employees,Mathematics or statistics,11,1,0
2017,"Yes, I program as a hobby",11612.90323,Lithuania,Professional degree,Employed full-time,8,20 to 99 employees,Another engineering discipline,17,0,1
2017,"Yes, I program as a hobby",2964.952517,South Korea,Bachelor's degree,Employed full-time,7,2 to 9 employees,Computer science,5,0,1
2017,No,111000,United States,Bachelor's degree,Employed full-time,7,"10,000 or more employees",Mathematics or statistics,4,1,0
2017,"Yes, I program as a hobby",53030.30303,Canada,Master's degree,Employed full-time,8,20 to 99 employees,Natural science,2,1,0
2017,"Yes, I program as a hobby",2202.319777,India,Secondary school,Employed full-time,6,20 to 99 employees,,2,0,1
2017,"Yes, both",7047.423286,India,Bachelor's degree,Employed full-time,7,10 to 19 employees,Information systems,3,0,1
2017,"Yes, both",26881.72043,Slovenia,Master's degree,Employed full-time,8,100 to 499 employees,Computer science,10,1,0
2017,"Yes, both",127000,United States,Bachelor's degree,Employed full-time,9,"5,000 to 9,999 employees",Computer science,10,1,0
2017,"Yes, I program as a hobby",9543.3857,India,Bachelor's degree,Employed full-time,9,100 to 499 employees,Computer science,3,1,1
2017,"Yes, I program as a hobby",43750,United Kingdom,Bachelor's degree,Employed full-time,7,100 to 499 employees,Computer science,3,0,1
2017,"Yes, I program as a hobby",1612.903226,France,Master's degree,Employed full-time,9,2 to 9 employees,Information systems,3,0,1
2017,No,7341.065923,India,some college,Employed part-time,5,10 to 19 employees,Social science,16,0,1
2017,"Yes, both",103000,United States,Master's degree,Employed full-time,5,"5,000 to 9,999 employees",Mathematics or statistics,3,1,0
2017,"Yes, I program as a hobby",14682.13185,India,Master's degree,Employed full-time,9,10 to 19 employees,Computer science,5,1,0
2017,"Yes, I program as a hobby",16444.79248,Czech Republic,some college,Employed full-time,9,100 to 499 employees,Computer science,3,0,1
2017,"Yes, I program as a hobby",25000,United Kingdom,Bachelor's degree,Employed full-time,7,2 to 9 employees,Computer science,2,0,1
2017,"Yes, both",75268.8172,Latvia,some college,Employed full-time,8,10 to 19 employees,Computer science,7,0,1
2017,No,38709.67742,Spain,Bachelor's degree,Employed full-time,9,100 to 499 employees,Another engineering discipline,20,0,1
2017,No,50000,United Kingdom,Bachelor's degree,Employed full-time,7,"1,000 to 4,999 employees",Mathematics or statistics,12,1,0
2017,"Yes, I program as a hobby",30832.47688,India,Bachelor's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer engineering or electrical/electronics engineering,4,1,0
2017,"Yes, both",34946.23656,France,Master's degree,Employed full-time,2,100 to 499 employees,Computer science,6,1,0
2017,"Yes, I program as a hobby",7728.337237,Romania,some college,Employed full-time,5,"1,000 to 4,999 employees",I never declared a major,10,1,1
2017,"Yes, I program as a hobby",500,Ukraine,Master's degree,Employed full-time,7,100 to 499 employees,Computer science,10,1,0
2017,"Yes, both",2642.783732,India,Bachelor's degree,Employed full-time,5,2 to 9 employees,Information systems,3,0,1
2017,"Yes, both",43801.03935,South Africa,Master's degree,Employed full-time,5,500 to 999 employees,Computer programming or Web development,7,1,1
2017,"Yes, both",59139.78495,Ireland,some college,Employed full-time,10,100 to 499 employees,Computer science,7,0,1
2017,No,3876.082807,India,Bachelor's degree,Employed full-time,7,20 to 99 employees,Computer science,4,0,1
2017,No,85000,United States,Bachelor's degree,Employed full-time,10,2 to 9 employees,Another engineering discipline,20,0,1
2017,"Yes, I program as a hobby",32258.06452,Germany,Secondary school,Employed full-time,7,10 to 19 employees,,10,0,1
2017,"Yes, both",23655.91398,Estonia,Bachelor's degree,Employed full-time,9,2 to 9 employees,I never declared a major,11,0,1
2017,"Yes, I program as a hobby",60000,United States,Bachelor's degree,Employed full-time,10,2 to 9 employees,Computer science,1,1,1
2017,"Yes, I program as a hobby",75000,United Kingdom,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,20,0,1
2017,"Yes, I program as a hobby",50000,United States,Secondary school,Employed full-time,6,100 to 499 employees,,11,0,1
2017,"Yes, I contribute to open source projects",64102.5641,Denmark,Master's degree,Employed full-time,8,500 to 999 employees,Social science,5,1,1
2017,"Yes, both",16332,United Arab Emirates,Bachelor's degree,Employed full-time,7,100 to 499 employees,Computer science,2,1,1
2017,"Yes, I program as a hobby",27500,United Kingdom,Bachelor's degree,Employed full-time,10,2 to 9 employees,Something else,1,0,1
2017,No,120000,United States,Doctoral degree,Employed full-time,8,"1,000 to 4,999 employees",Fine arts or performing arts,5,1,0
2017,"Yes, both",21728.39506,Poland,I prefer not to answer,Employed full-time,6,"5,000 to 9,999 employees",,16,0,1
2017,"Yes, both",85000,United States,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Humanities,6,1,0
2017,"Yes, I contribute to open source projects",51612.90323,France,Doctoral degree,Employed full-time,6,20 to 99 employees,Natural science,6,1,0
2017,No,35454.54545,Canada,Secondary school,Employed full-time,5,2 to 9 employees,,13,0,1
2017,"Yes, I program as a hobby",54000,United States,Bachelor's degree,Employed full-time,2,100 to 499 employees,Business,3,1,1
2017,"Yes, I program as a hobby",146000,United States,some college,Employed full-time,9,"1,000 to 4,999 employees",Computer science,11,0,1
2017,"Yes, I program as a hobby",37500,United Kingdom,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,11,0,1
2017,"Yes, both",43010.75269,Austria,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer science,5,1,1
2017,"Yes, both",85000,United States,some college,Employed full-time,8,2 to 9 employees,Business,9,0,1
2017,"Yes, both",9032.258065,Albania,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer science,3,0,1
2017,No,90000,United States,Bachelor's degree,Employed full-time,10,"10,000 or more employees",Computer programming or Web development,4,0,1
2017,"Yes, I program as a hobby",33750,United Kingdom,Bachelor's degree,Employed full-time,7,100 to 499 employees,Computer science,3,0,1
2017,No,9866.875489,Czech Republic,Primary/elementary school,Employed full-time,6,10 to 19 employees,,3,0,1
2017,"Yes, I program as a hobby",55000,United States,Bachelor's degree,Employed full-time,2,20 to 99 employees,Computer science,5,0,1
2017,"Yes, I program as a hobby",70000,United States,some college,Employed full-time,7,10 to 19 employees,Health science,4,0,1
2017,"Yes, I program as a hobby",37500,United Kingdom,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer programming or Web development,7,0,1
2017,"Yes, I program as a hobby",120000,United States,Bachelor's degree,Employed full-time,9,"1,000 to 4,999 employees",Mathematics or statistics,17,1,0
2017,No,120000,United States,Bachelor's degree,Employed full-time,3,20 to 99 employees,Computer science,16,0,1
2017,"Yes, I program as a hobby",1238.765432,Poland,Bachelor's degree,Employed full-time,3,"1,000 to 4,999 employees",Mathematics or statistics,4,1,0
2017,"Yes, both",127000,United States,Bachelor's degree,Employed full-time,7,500 to 999 employees,Computer science,10,1,0
2017,"Yes, I program as a hobby",8494.623656,Germany,Secondary school,Employed part-time,9,10 to 19 employees,,7,0,1
2017,"Yes, both",159120,United States,Doctoral degree,Employed full-time,10,"1,000 to 4,999 employees",Mathematics or statistics,11,1,0
2017,"Yes, I program as a hobby",54838.70968,Germany,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Natural science,3,1,0
2017,"Yes, I contribute to open source projects",140000,Switzerland,Doctoral degree,Employed full-time,9,100 to 499 employees,Natural science,16,1,0
2017,"Yes, I program as a hobby",85167.46411,Norway,Master's degree,Employed full-time,9,100 to 499 employees,Social science,4,1,0
2017,"Yes, I program as a hobby",58750,United Kingdom,Doctoral degree,Employed full-time,7,100 to 499 employees,Natural science,15,0,1
2017,No,22580.64516,Germany,Bachelor's degree,Employed part-time,9,100 to 499 employees,Computer science,4,1,0
2017,No,26057.50022,Japan,Master's degree,Employed full-time,8,2 to 9 employees,Computer science,2,0,1
2017,No,6451.612903,Bosnia-Herzegovina,Secondary school,Employed full-time,7,20 to 99 employees,,1,1,1
2017,No,80645.16129,Germany,Master's degree,Employed full-time,9,"1,000 to 4,999 employees",Computer science,13,1,0
2017,"Yes, I program as a hobby",120000,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Information systems,10,0,1
2017,"Yes, both",53763.44086,Germany,Bachelor's degree,Employed full-time,9,"1,000 to 4,999 employees",Computer science,9,0,1
2017,"Yes, I program as a hobby",60000,United States,Bachelor's degree,Employed full-time,3,"10,000 or more employees",Information systems,4,0,1
2017,"Yes, I program as a hobby",36021.50538,Germany,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,11,1,0
2017,"Yes, I program as a hobby",69318.18182,Australia,Secondary school,Employed full-time,8,"10,000 or more employees",,15,0,1
2017,"Yes, both",50000,United States,some college,Employed full-time,10,100 to 499 employees,Computer science,7,0,1
2017,"Yes, both",19354.83871,Portugal,some college,Employed full-time,9,10 to 19 employees,Computer science,9,1,0
2017,"Yes, both",22727.27273,Canada,some college,Employed full-time,10,2 to 9 employees,Computer science,3,0,1
2017,No,37634.4086,Greece,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,10,0,1
2017,"Yes, I program as a hobby",36129.03226,Germany,some college,Employed full-time,8,2 to 9 employees,I never declared a major,7,0,1
2017,"Yes, I program as a hobby",21505.37634,Latvia,Bachelor's degree,Employed full-time,5,10 to 19 employees,Information systems,11,0,1
2017,"Yes, I program as a hobby",58741.25874,Singapore,Master's degree,Employed full-time,1,100 to 499 employees,Computer science,15,0,1
2017,"Yes, I program as a hobby",385.8739273,Iran,Bachelor's degree,Employed full-time,8,10 to 19 employees,Mathematics or statistics,2,1,1
2017,No,7341.065923,India,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,5,0,1
2017,"Yes, I program as a hobby",49462.36559,Germany,some college,Employed full-time,7,2 to 9 employees,Mathematics or statistics,5,0,1
2017,No,1101.159888,India,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,2,0,1
2017,"Yes, I program as a hobby",5285.567464,India,Bachelor's degree,Employed full-time,7,2 to 9 employees,Computer science,4,0,1
2017,"Yes, both",10322.58065,Slovenia,some college,Employed full-time,3,2 to 9 employees,Computer science,3,0,1
2017,"Yes, I program as a hobby",26881.72043,France,Bachelor's degree,Employed full-time,3,"10,000 or more employees",Computer programming or Web development,4,0,1
2017,"Yes, both",38709.67742,Italy,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer engineering or electrical/electronics engineering,16,1,0
2017,"Yes, I program as a hobby",86021.50538,France,Master's degree,Employed full-time,10,20 to 99 employees,Information systems,13,1,0
